msa_code,msa_title,year,strategic_sector,sector_employment,msa_total_employment,strategic_employment_share
C2114,"Elkhart-Goshen, IN MSA",2024,Aerospace,65238.0,254199.0,0.2566414502024005
C4610,"Tullahoma-Manchester, TN MicroSA",2024,Aerospace,1442.0,57942.0,0.02488695592143868
C2585,"Hermitage, PA MicroSA",2024,Aerospace,1166.0,86477.0,0.013483353955386981
C4198,"San Juan-Bayamon-Caguas, PR MSA",2024,Aerospace,45.0,1350610.0,3.3318278407534374E-5
C1950,"Decatur, IL MSA",2024,Aerospace,0.0,85019.0,0.0
C3566,"Niles, MI MSA",2024,Aerospace,1267.5,121251.0,0.010453522032807977
C3882,"Port Angeles, WA MicroSA",2024,Aerospace,218.0,49361.0,0.0044164421304268555
C4898,"Wilson, NC MicroSA",2024,Aerospace,0.0,70234.0,0.0
C2810,"Kankakee, IL MSA",2024,Aerospace,23.5,77946.0,3.014907756652041E-4
C2042,"Durango, CO MicroSA",2024,Aerospace,0.0,53966.0,0.0
C3190,"Mansfield, OH MSA",2024,Aerospace,2016.0,97908.0,0.02059075867140581
C1538,"Buffalo-Cheektowaga, NY MSA",2024,Aerospace,5142.5,1068413.0,0.004813213616831694
C1110,"Amarillo, TX MSA",2024,Aerospace,121.5,246049.0,4.938040796751866E-4
C4654,"Utica-Rome, NY MSA",2024,Aerospace,337.0,236123.0,0.0014272222528089174
C1102,"Altoona, PA MSA",2024,Aerospace,173.0,116049.0,0.0014907495971529267
C1402,"Bloomington, IN MSA",2024,Aerospace,0.0,145062.0,0.0
C4702,"Victoria, TX MSA",2024,Aerospace,0.0,76984.0,0.0
C3654,"Omaha, NE-IA MSA",2024,Aerospace,366.0,980950.0,3.7310770171772263E-4
C2346,"Gadsden, AL MSA",2024,Aerospace,347.5,66019.0,0.005263636225934958
C4086,"Rutland, VT MicroSA",2024,Aerospace,0.0,50626.0,0.0
C4334,"Shreveport-Bossier City, LA MSA",2024,Aerospace,115.0,322044.0,3.5709406168101253E-4
C3562,"New York-Newark-Jersey City, NY-NJ MSA",2024,Aerospace,9282.5,1.89333E7,4.902737504819551E-4
C3474,"Muskegon-Norton Shores, MI MSA",2024,Aerospace,1604.5,126950.0,0.012638834186687672
C1242,"Austin-Round Rock-San Marcos, TX MSA",2024,Aerospace,1691.0,2512986.0,6.729046640132495E-4
C1742,"Cleveland, TN MSA",2024,Aerospace,24.0,86848.0,2.763448784082535E-4
C2402,"Glens Falls, NY MSA",2024,Aerospace,0.0,103588.0,0.0
C3398,"Morehead City, NC MicroSA",2024,Aerospace,360.0,50044.0,0.007193669570777716
C4314,"Shelby-Kings Mountain, NC MicroSA",2024,Aerospace,515.0,73392.0,0.007017113581861783
C2746,"Jamestown-Dunkirk, NY MicroSA",2024,Aerospace,212.0,92638.0,0.0022884777305209525
C1914,"Dalton, GA MSA",2024,Aerospace,0.0,132162.0,0.0
C4358,"Sioux City, IA-NE-SD MSA",2024,Aerospace,0.0,149278.0,0.0
C2572,"Heber, UT MicroSA",2024,Aerospace,124.0,87855.0,0.001411416538614763
C4182,"Sanford, NC MicroSA",2024,Aerospace,0.0,55348.0,0.0
C3434,"Mount Airy, NC MicroSA",2024,Aerospace,0.0,58294.0,0.0
C2690,"Indianapolis-Carmel-Greenwood, IN MSA",2024,Aerospace,13943.0,2185837.0,0.0063787921972223915
C3510,"New Bern, NC MicroSA",2024,Aerospace,0.0,92519.0,0.0
C2850,"Kerrville, TX MicroSA",2024,Aerospace,0.0,38942.0,0.0
C2238,"Flagstaff, AZ MSA",2024,Aerospace,99.0,131950.0,7.502841985600606E-4
C3622,"Odessa, TX MSA",2024,Aerospace,162.5,159525.0,0.0010186491145588465
C1302,"Bay City, MI MSA",2024,Aerospace,0.0,68224.0,0.0
C2562,"Hattiesburg, MS MSA",2024,Aerospace,0.0,123235.0,0.0
C1910,"Dallas-Fort Worth-Arlington, TX MSA",2024,Aerospace,86201.5,7942471.0,0.010853234465697137
C2010,"Dover, DE MSA",2024,Aerospace,0.0,84999.0,0.0
C2250,"Florence, SC MSA",2024,Aerospace,0.0,177784.0,0.0
C2662,"Huntsville, AL MSA",2024,Aerospace,21248.5,527774.0,0.04026060397063895
C2586,"Hickory-Lenoir-Morganton, NC MSA",2024,Aerospace,377.5,305915.0,0.0012340029093048722
C2002,"Dothan, AL MSA",2024,Aerospace,78.0,120532.0,6.471310523346498E-4
C3670,"Orangeburg, SC MicroSA",2024,Aerospace,0.0,55717.0,0.0
C4868,"Wildwood-The Villages, FL MSA",2024,Aerospace,27.0,80872.0,3.338609160154318E-4
C3602,"Oak Harbor, WA MicroSA",2024,Aerospace,0.0,36542.0,0.0
C4970,"Yuba City, CA MSA",2024,Aerospace,0.0,107671.0,0.0
C2609,"Holland, MI MicroSA",2024,Aerospace,461.5,82720.0,0.005579061895551257
C2382,"Gardnerville Ranchos, NV-CA MicroSA",2024,Aerospace,75.5,43238.0,0.001746149220592997
C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2024,Aerospace,602.0,6307572.0,9.544084474977059E-5
C3938,"Pueblo, CO MSA",2024,Aerospace,0.0,124785.0,0.0
C1870,"Corvallis, OR MSA",2024,Aerospace,0.0,77273.0,0.0
C4430,"State College, PA MSA",2024,Aerospace,0.0,113573.0,0.0
C2466,"Greensboro-High Point, NC MSA",2024,Aerospace,3141.5,713995.0,0.004399890755537504
C4630,"Twin Falls, ID MSA",2024,Aerospace,254.0,107975.0,0.00235239638805279
C4830,"Wenatchee-East Wenatchee, WA MSA",2024,Aerospace,14.5,115014.0,1.260716086737267E-4
C3294,"Meridian, MS MicroSA",2024,Aerospace,0.0,68054.0,0.0
C2358,"Gainesville, GA MSA",2024,Aerospace,1545.0,203971.0,0.007574606194017777
C3078,"Little Rock-North Little Rock-Conway, AR MSA",2024,Aerospace,83.0,711763.0,1.1661184973087952E-4
C4370,"Somerset, KY MicroSA",2024,Aerospace,1746.5,52503.0,0.03326476582290536
C2970,"Laredo, TX MSA",2024,Aerospace,10.5,214865.0,4.8867893793777486E-5
C4890,"Wilmington, NC MSA",2024,Aerospace,739.5,372873.0,0.001983248988261419
C4918,"Winston-Salem, NC MSA",2024,Aerospace,2230.0,541734.0,0.004116411375324421
C3186,"Mankato, MN MSA",2024,Aerospace,0.0,111729.0,0.0
C2814,"Kansas City, MO-KS MSA",2024,Aerospace,12235.5,2174833.0,0.0056259492108129685
C4806,"Watertown-Fort Drum, NY MSA",2024,Aerospace,0.0,80616.0,0.0
C4722,"Vineland, NJ MSA",2024,Aerospace,137.5,119376.0,0.001151822811955502
C2018,"DuBois, PA MicroSA",2024,Aerospace,0.0,58456.0,0.0
C4118,"St. Louis, MO-IL MSA",2024,Aerospace,7987.5,2639732.0,0.0030258753540132106
C2910,"La Crosse-Onalaska, WI-MN MSA",2024,Aerospace,257.0,166537.0,0.0015432006100746382
C2858,"Key West-Key Largo, FL MicroSA",2024,Aerospace,119.0,94115.0,0.0012644105615470436
C1074,"Albuquerque, NM MSA",2024,Aerospace,238.0,807408.0,2.947704258565682E-4
C1494,"Brigham City, UT-ID MicroSA",2024,Aerospace,0.0,51298.0,0.0
C1650,"Centralia, WA MicroSA",2024,Aerospace,548.0,54296.0,0.01009282451745985
C1826,"Cookeville, TN MicroSA",2024,Aerospace,2094.0,108030.0,0.019383504582060538
C2526,"Hanford-Corcoran, CA MSA",2024,Aerospace,90.0,101592.0,8.85896527285613E-4
C4770,"Warsaw, IN MicroSA",2024,Aerospace,680.0,72366.0,0.009396677997954841
C1798,"Columbus, GA-AL MSA",2024,Aerospace,345.5,231367.0,0.0014932985257188796
C1943,"Dayton-Kettering-Beavercreek, OH MSA",2024,Aerospace,6529.0,743771.0,0.00877823953878277
C3326,"Midland, TX MSA",2024,Aerospace,0.0,241332.0,0.0
C3274,"Meadville, PA MicroSA",2024,Aerospace,0.0,57741.0,0.0
C1802,"Columbus, IN MSA",2024,Aerospace,4086.0,100376.0,0.04070694189846178
C1218,"Auburn, NY MicroSA",2024,Aerospace,469.5,49210.0,0.009540743751270068
C3534,"New Iberia, LA MicroSA",2024,Aerospace,298.5,48148.0,0.006199634460413724
C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2024,Aerospace,11890.0,5737381.0,0.0020723741372587947
C3130,"Lumberton, NC MicroSA",2024,Aerospace,0.0,76967.0,0.0
C4666,"Valdosta, GA MSA",2024,Aerospace,0.0,109392.0,0.0
C3062,"Lima, OH MSA",2024,Aerospace,1343.0,99379.0,0.013513921452218275
C2142,"Enid, OK MSA",2024,Aerospace,0.0,46543.0,0.0
C3458,"Mount Vernon-Anacortes, WA MSA",2024,Aerospace,1223.5,107769.0,0.011352986480342213
C3314,"Michigan City-La Porte, IN MSA",2024,Aerospace,0.0,81265.0,0.0
C2394,"Gillette, WY MicroSA",2024,Aerospace,0.0,49672.0,0.0
C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",2024,Aerospace,13283.0,2679468.0,0.004957327350056056
C1978,"Des Moines-West Des Moines, IA MSA",2024,Aerospace,1683.5,808374.0,0.0020825756394936006
C3906,"Pottsville, PA MicroSA",2024,Aerospace,244.5,100589.0,0.0024306832755072623
C1934,"Davenport-Moline-Rock Island, IA-IL MSA",2024,Aerospace,0.0,345305.0,0.0
C1170,"Asheville, NC MSA",2024,Aerospace,1341.0,370026.0,0.00362406965996984
C1398,"Blacksburg-Christiansburg-Radford, VA MSA",2024,Aerospace,109.0,147542.0,7.387726884548129E-4
C4170,"San Antonio-New Braunfels, TX MSA",2024,Aerospace,21151.0,2232761.0,0.009473024654228553
C2842,"Kennewick-Richland, WA MSA",2024,Aerospace,49.0,272445.0,1.798528143294977E-4
C2106,"Elizabethtown, KY MSA",2024,Aerospace,1462.5,102950.0,0.01420592520641088
C3238,"Mason City, IA MicroSA",2024,Aerospace,0.0,51665.0,0.0
C2962,"Lansing-East Lansing, MI MSA",2024,Aerospace,8556.5,437229.0,0.01956983640151957
C2686,"Indiana, PA MicroSA",2024,Aerospace,0.0,55586.0,0.0
C4142,"Salem, OR MSA",2024,Aerospace,404.0,386417.0,0.0010455026564566258
C3098,"Longview, TX MSA",2024,Aerospace,758.5,234547.0,0.0032338934200821156
C3378,"Monroe, MI MSA",2024,Aerospace,1326.5,82318.0,0.01611433708301951
C4974,"Yuma, AZ MSA",2024,Aerospace,198.5,143957.0,0.0013788839722972833
C2830,"Keene, NH MicroSA",2024,Aerospace,0.0,62268.0,0.0
C1070,"Albertville, AL MicroSA",2024,Aerospace,1376.5,81623.0,0.016864119182093282
C4374,"Somerset, PA MicroSA",2024,Aerospace,708.5,46605.0,0.015202231520223153
C4078,"Russellville, AR MicroSA",2024,Aerospace,0.0,66797.0,0.0
C1966,"Deltona-Daytona Beach-Ormond Beach, FL MSA",2024,Aerospace,3199.0,435018.0,0.007353718696697608
C2414,"Goldsboro, NC MSA",2024,Aerospace,0.0,83760.0,0.0
C2786,"Jonesboro, AR MSA",2024,Aerospace,0.0,120434.0,0.0
C4034,"Rochester, MN MSA",2024,Aerospace,0.0,245347.0,0.0
C2790,"Joplin, MO-KS MSA",2024,Aerospace,360.5,172743.0,0.0020869152440330433
C4494,"Sumter, SC MSA",2024,Aerospace,27.5,70358.0,3.9085818243838656E-4
C4802,"Watertown-Fort Atkinson, WI MicroSA",2024,Aerospace,0.0,67230.0,0.0
C3730,"Palestine, TX MicroSA",2024,Aerospace,0.0,40278.0,0.0
C1050,"Albany, GA MSA",2024,Aerospace,147.0,117077.0,0.001255583931942226
C2774,"Johnson City, TN MSA",2024,Aerospace,0.0,161628.0,0.0
C1814,"Columbus, OH MSA",2024,Aerospace,7263.0,2182019.0,0.003328568632995405
C2022,"Dubuque, IA MSA",2024,Aerospace,210.0,116826.0,0.0017975450670227517
C3824,"Pinehurst-Southern Pines, NC MSA",2024,Aerospace,0.0,80242.0,0.0
C2254,"Fond du Lac, WI MSA",2024,Aerospace,0.0,90093.0,0.0
C4058,"Rocky Mount, NC MSA",2024,Aerospace,0.0,109600.0,0.0
C4866,"Wichita Falls, TX MSA",2024,Aerospace,2781.5,113444.0,0.02451870526427136
C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",2024,Aerospace,5689.0,5749125.0,9.895418868088623E-4
C2070,"East Stroudsburg, PA MicroSA",2024,Aerospace,15.5,113877.0,1.3611176971644844E-4
C2734,"Jacksonville, NC MSA",2024,Aerospace,127.5,108242.0,0.0011779161508471757
C3394,"Montrose, CO MicroSA",2024,Aerospace,0.0,34028.0,0.0
C1682,"Charlottesville, VA MSA",2024,Aerospace,0.0,228690.0,0.0
C3948,"Putnam, CT MicroSA",2024,Aerospace,0.0,29791.0,0.0
C4074,"Roswell, NM MicroSA",2024,Aerospace,0.0,43316.0,0.0
C2550,"Harrisonburg, VA MSA",2024,Aerospace,0.0,132286.0,0.0
C3182,"Manitowoc, WI MicroSA",2024,Aerospace,420.5,66887.0,0.006286722382525752
C3846,"Plattsburgh, NY MicroSA",2024,Aerospace,1060.0,64528.0,0.01642697743615175
C4162,"Salt Lake City-Murray, UT MSA",2024,Aerospace,6210.5,1633637.0,0.0038016401440466884
C4178,"Sandusky, OH MSA",2024,Aerospace,11.5,100859.0,1.1402056336073132E-4
C1210,"Atlantic City-Hammonton, NJ MSA",2024,Aerospace,148.0,335740.0,4.408172991004944E-4
C1670,"Charleston-North Charleston, SC MSA",2024,Aerospace,10655.0,773726.0,0.013771024884778332
C4066,"Rome, GA MSA",2024,Aerospace,529.0,87787.0,0.00602594917242872
C4602,"Truckee-Grass Valley, CA MicroSA",2024,Aerospace,33.0,70000.0,4.714285714285714E-4
C4518,"Talladega-Sylacauga, AL MicroSA",2024,Aerospace,3544.0,66283.0,0.053467706651781
C1078,"Alexandria, LA MSA",2024,Aerospace,0.0,119695.0,0.0
C3114,"Louisville-Jefferson County, KY-IN MSA",2024,Aerospace,15616.5,1365193.0,0.01143904195231004
C2894,"Knoxville, TN MSA",2024,Aerospace,6991.0,840636.0,0.008316322403513531
C1401,"Bloomington, IL MSA",2024,Aerospace,0.0,165318.0,0.0
C1618,"Carson City, NV MSA",2024,Aerospace,590.5,63790.0,0.009256936823953598
C4546,"Terre Haute, IN MSA",2024,Aerospace,820.0,128652.0,0.006373783540092653
C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",2024,Aerospace,5220.5,2866154.0,0.0018214303906908002
C2778,"Johnstown, PA MSA",2024,Aerospace,442.0,95091.0,0.004648179112639472
C3890,"Portland-Vancouver-Hillsboro, OR-WA MSA",2024,Aerospace,6062.5,2434502.0,0.0024902423575745678
C4176,"Sandpoint, ID MicroSA",2024,Aerospace,683.0,31940.0,0.021383844708829054
C4286,"Seneca, SC MicroSA",2024,Aerospace,587.5,50956.0,0.011529554910118534
C4726,"Virginia Beach-Chesapeake-Norfolk, VA-NC MSA",2024,Aerospace,32532.5,1520611.0,0.021394360556381612
C2682,"Idaho Falls, ID MSA",2024,Aerospace,119.5,162266.0,7.364450963233209E-4
C3678,"Oshkosh-Neenah, WI MSA",2024,Aerospace,2035.0,187112.0,0.010875839069648126
C1602,"Cape Girardeau, MO-IL MSA",2024,Aerospace,0.0,88290.0,0.0
C2050,"Durham-Chapel Hill, NC MSA",2024,Aerospace,925.0,686015.0,0.0013483670182138875
C3239,"Massena-Ogdensburg, NY MicroSA",2024,Aerospace,0.0,69528.0,0.0
C1162,"Ardmore, OK MicroSA",2024,Aerospace,0.0,46620.0,0.0
C2726,"Jacksonville, FL MSA",2024,Aerospace,5377.0,1509516.0,0.0035620689015552006
C1298,"Battle Creek, MI MSA",2024,Aerospace,8190.0,101037.0,0.08105941387808427
C3542,"New Philadelphia-Dover, OH MicroSA",2024,Aerospace,582.5,74852.0,0.007782023192433068
C4038,"Rochester, NY MSA",2024,Aerospace,927.0,990889.0,9.355235551106128E-4
C3468,"Murrells Inlet, SC MicroSA",2024,Aerospace,0.0,52011.0,0.0
C2170,"Eureka-Arcata, CA MicroSA",2024,Aerospace,0.0,103717.0,0.0
C4362,"Sioux Falls, SD-MN MSA",2024,Aerospace,1145.0,351330.0,0.003259044203455441
C1014,"Aberdeen, WA MicroSA",2024,Aerospace,0.0,47633.0,0.0
C4746,"Walla Walla, WA MSA",2024,Aerospace,0.0,58180.0,0.0
C3418,"Moses Lake, WA MicroSA",2024,Aerospace,50.0,86316.0,5.792668798368784E-4
C1698,"Chicago-Naperville-Elgin, IL-IN MSA",2024,Aerospace,27067.0,8751762.0,0.003092748637360111
C2845,"Kenosha, WI MSA",2024,Aerospace,0.0,148626.0,0.0
C2630,"Hot Springs, AR MSA",2024,Aerospace,341.0,76010.0,0.004486251808972504
C1626,"Cedar City, UT MicroSA",2024,Aerospace,0.0,49658.0,0.0
C4268,"Sebastian-Vero Beach-West Vero Corridor, FL MSA",2024,Aerospace,52.0,115043.0,4.520049025147119E-4
C1226,"Augusta-Richmond County, GA-SC MSA",2024,Aerospace,657.5,461928.0,0.0014233819989262395
C1898,"Cullman, AL MicroSA",2024,Aerospace,709.0,62136.0,0.011410454486931891
C4466,"Stillwater, OK MicroSA",2024,Aerospace,0.0,57259.0,0.0
C2706,"Ithaca, NY MSA",2024,Aerospace,0.0,96103.0,0.0
C1136,"Anderson Creek, NC MicroSA",2024,Aerospace,0.0,56163.0,0.0
C2994,"Lawrence, KS MSA",2024,Aerospace,143.0,101938.0,0.0014028134748572663
C4022,"Roanoke, VA MSA",2024,Aerospace,726.5,303519.0,0.0023935898576365896
C3290,"Merced, CA MSA",2024,Aerospace,195.5,169905.0,0.0011506430063859215
C3102,"Longview-Kelso, WA MSA",2024,Aerospace,0.0,82469.0,0.0
C4106,"St. Cloud, MN MSA",2024,Aerospace,1764.5,209272.0,0.008431610535570932
C1058,"Albany-Schenectady-Troy, NY MSA",2024,Aerospace,50.0,899104.0,5.561091931522938E-5
C1202,"Athens-Clarke County, GA MSA",2024,Aerospace,0.0,190063.0,0.0
C3002,"Lawton, OK MSA",2024,Aerospace,0.0,86520.0,0.0
C4009,"Rifle, CO MicroSA",2024,Aerospace,0.0,91592.0,0.0
C2674,"Hutchinson, KS MicroSA",2024,Aerospace,0.0,53317.0,0.0
C3958,"Raleigh-Cary, NC MSA",2024,Aerospace,83.5,1455810.0,5.735638579210199E-5
C2762,"Jefferson City, MO MSA",2024,Aerospace,0.0,155225.0,0.0
C1258,"Baltimore-Columbia-Towson, MD MSA",2024,Aerospace,1623.0,2585115.0,6.278250677436014E-4
C368A,"Ottawa, IL MicroSA",2024,Aerospace,166.0,102571.0,0.0016183911631942752
C4098,"Saginaw, MI MSA",2024,Aerospace,0.0,158955.0,0.0
C1946,"Decatur, AL MSA",2024,Aerospace,529.0,117341.0,0.004508228155546655
C2890,"Klamath Falls, OR MicroSA",2024,Aerospace,0.0,47711.0,0.0
C1778,"College Station-Bryan, TX MSA",2024,Aerospace,0.0,268980.0,0.0
C1378,"Binghamton, NY MSA",2024,Aerospace,0.0,191948.0,0.0
C3762,"Parkersburg-Vienna, WV MSA",2024,Aerospace,0.0,72439.0,0.0
C3698,"Owensboro, KY MSA",2024,Aerospace,0.0,97908.0,0.0
C3046,"Lexington-Fayette, KY MSA",2024,Aerospace,1484.5,570739.0,0.0026010137733710153
C2642,"Houston-Pasadena-The Woodlands, TX MSA",2024,Aerospace,9128.5,6504713.0,0.0014033670663102277
C3786,"Pensacola-Ferry Pass-Brent, FL MSA",2024,Aerospace,226.5,379041.0,5.975606860471558E-4
C3954,"Racine-Mount Pleasant, WI MSA",2024,Aerospace,1332.5,152684.0,0.00872717508055854
C1550,"Burlington, NC MSA",2024,Aerospace,539.5,135337.0,0.003986345197543909
C2486,"Greenville-Anderson-Greer, SC MSA",2024,Aerospace,6618.0,848609.0,0.007798644605466121
C3790,"Peoria, IL MSA",2024,Aerospace,88.5,324615.0,2.726306547756573E-4
C4550,"Texarkana, TX-AR MSA",2024,Aerospace,51.5,115226.0,4.4694773748980263E-4
C2590,"Hilo-Kailua, HI MicroSA",2024,Aerospace,0.0,148058.0,0.0
C4794,"Waterloo-Cedar Falls, IA MSA",2024,Aerospace,109.0,169437.0,6.433069518464089E-4
C4418,"Springfield, MO MSA",2024,Aerospace,1567.5,439814.0,0.00356400660279118
C1765,"Cody, WY MicroSA",2024,Aerospace,0.0,28516.0,0.0
C3544,"Newport, OR MicroSA",2024,Aerospace,0.0,37214.0,0.0
C1722,"Clarksburg, WV MicroSA",2024,Aerospace,1149.0,84123.0,0.01365857137762562
C4638,"Ukiah, CA MicroSA",2024,Aerospace,0.0,64167.0,0.0
C2342,"Fresno, CA MSA",2024,Aerospace,1731.0,967869.0,0.0017884651745225851
C2714,"Jackson, MS MSA",2024,Aerospace,3342.0,546663.0,0.006113455639031725
C2462,"Greeneville, TN MicroSA",2024,Aerospace,341.0,50151.0,0.006799465613846184
C3666,"Opelousas, LA MicroSA",2024,Aerospace,0.0,47108.0,0.0
C1982,"Detroit-Warren-Dearborn, MI MSA",2024,Aerospace,170351.0,3828620.0,0.044494099701720205
C2178,"Evansville, IN MSA",2024,Aerospace,244.0,268392.0,9.091180064979582E-4
C2478,"Greenville, NC MSA",2024,Aerospace,0.0,162742.0,0.0
C2718,"Jackson, TN MSA",2024,Aerospace,817.5,167745.0,0.004873468657784137
C1974,"Denver-Aurora-Centennial, CO MSA",2024,Aerospace,3369.0,3215993.0,0.0010475769070392878
C4234,"Savannah, GA MSA",2024,Aerospace,6208.0,392442.0,0.015818898079206608
C1290,"Batesville, AR MicroSA",2024,Aerospace,0.0,35225.0,0.0
C3410,"Morristown, TN MSA",2024,Aerospace,3444.0,95186.0,0.036181791439917635
C1586,"Canon City, CO MicroSA",2024,Aerospace,0.0,29148.0,0.0
C2054,"Dyersburg, TN MicroSA",2024,Aerospace,419.5,33716.0,0.01244216395776486
C3870,"Pontiac, IL MicroSA",2024,Aerospace,0.0,24951.0,0.0
C2588,"Hillsdale, MI MicroSA",2024,Aerospace,1114.5,23515.0,0.04739527960876037
C3795,"Petoskey, MI MicroSA",2024,Aerospace,0.0,35485.0,0.0
C3712,"Ozark, AL MicroSA",2024,Aerospace,0.0,36520.0,0.0
C2947,"Lake of the Woods, VA MicroSA",2024,Aerospace,0.0,19188.0,0.0
C2330,"Freeport, IL MicroSA",2024,Aerospace,0.0,34735.0,0.0
C1114,"Americus, GA MicroSA",2024,Aerospace,62.5,22109.0,0.0028269030711474963
C1182,"Astoria, OR MicroSA",2024,Aerospace,0.0,38574.0,0.0
C3246,"Mayfield, KY MicroSA",2024,Aerospace,0.0,23890.0,0.0
C2794,"Juneau, AK MicroSA",2024,Aerospace,0.0,35396.0,0.0
C1706,"Chillicothe, OH MicroSA",2024,Aerospace,1960.5,59020.0,0.033217553371738394
C1142,"Angola, IN MicroSA",2024,Aerospace,331.0,32512.0,0.010180856299212598
C4570,"Tifton, GA MicroSA",2024,Aerospace,0.0,47875.0,0.0
C3338,"Minden, LA MicroSA",2024,Aerospace,0.0,22108.0,0.0
C1874,"Coshocton, OH MicroSA",2024,Aerospace,0.0,19652.0,0.0
C4782,"Washington, NC MicroSA",2024,Aerospace,627.5,31695.0,0.01979807540621549
C2368,"Gallipolis, OH MicroSA",2024,Aerospace,0.0,22531.0,0.0
C2219,"Fayetteville, TN MicroSA",2024,Aerospace,0.0,20578.0,0.0
C2530,"Hannibal, MO MicroSA",2024,Aerospace,0.0,33005.0,0.0
C3722,"Pahrump, NV MicroSA",2024,Aerospace,0.0,27528.0,0.0
C2090,"El Campo, TX MicroSA",2024,Aerospace,0.0,32817.0,0.0
C3200,"Marion, NC MicroSA",2024,Aerospace,0.0,30700.0,0.0
C1774,"Coldwater, MI MicroSA",2024,Aerospace,0.0,27938.0,0.0
C3228,"Martin, TN MicroSA",2024,Aerospace,0.0,21346.0,0.0
C3821,"Pikeville, KY MicroSA",2024,Aerospace,0.0,63410.0,0.0
C1094,"Alma, MI MicroSA",2024,Aerospace,613.5,24719.0,0.02481896516849387
C3726,"Palatka, FL MicroSA",2024,Aerospace,0.0,34639.0,0.0
C1066,"Albert Lea, MN MicroSA",2024,Aerospace,0.0,23926.0,0.0
C2670,"Huron, SD MicroSA",2024,Aerospace,0.0,17148.0,0.0
C4878,"Williston, ND MicroSA",2024,Aerospace,0.0,54250.0,0.0
C1174,"Ashland, OH MicroSA",2024,Aerospace,0.0,37807.0,0.0
C4552,"The Dalles, OR MicroSA",2024,Aerospace,0.0,23003.0,0.0
C3158,"Madisonville, KY MicroSA",2024,Aerospace,0.0,35010.0,0.0
C2434,"Grand Rapids-Wyoming-Kentwood, MI MSA",2024,Aerospace,24969.5,1169020.0,0.021359343723802843
C4062,"Rolla, MO MicroSA",2024,Aerospace,0.0,38450.0,0.0
C2366,"Galesburg, IL MicroSA",2024,Aerospace,0.0,31301.0,0.0
C1614,"Carroll, IA MicroSA",2024,Aerospace,131.0,21956.0,0.005966478411368191
C1394,"Blackfoot, ID MicroSA",2024,Aerospace,0.0,32191.0,0.0
C2398,"Glasgow, KY MicroSA",2024,Aerospace,0.0,35175.0,0.0
C3658,"Oneonta, NY MicroSA",2024,Aerospace,0.0,44394.0,0.0
C1862,"Corsicana, TX MicroSA",2024,Aerospace,612.0,32923.0,0.018588828478571212
C2410,"Gloversville, NY MicroSA",2024,Aerospace,0.0,32204.0,0.0
C4478,"Sturgis, MI MicroSA",2024,Aerospace,2773.0,42196.0,0.06571712958574273
C4718,"Vincennes, IN MicroSA",2024,Aerospace,0.0,34154.0,0.0
C3514,"Newberry, SC MicroSA",2024,Aerospace,183.0,28732.0,0.0063692050675205345
C4426,"Starkville, MS MicroSA",2024,Aerospace,0.0,44930.0,0.0
C4766,"Warrensburg, MO MicroSA",2024,Aerospace,0.0,32477.0,0.0
C2650,"Huntingdon, PA MicroSA",2024,Aerospace,0.0,25388.0,0.0
C2882,"Kinston, NC MicroSA",2024,Aerospace,0.0,58166.0,0.0
C3966,"Rapid City, SD MSA",2024,Aerospace,35.5,146781.0,2.4185691608586942E-4
C3990,"Reno, NV MSA",2024,Aerospace,480.5,547215.0,8.780826548979835E-4
C2258,"Forest City, NC MicroSA",2024,Aerospace,0.0,35988.0,0.0
C2622,"Hood River, OR MicroSA",2024,Aerospace,0.0,27629.0,0.0
C3426,"Mountain Home, AR MicroSA",2024,Aerospace,249.5,32342.0,0.00771442706078783
C2986,"Laurel, MS MicroSA",2024,Aerospace,0.0,64491.0,0.0
C2998,"Lawrenceburg, TN MicroSA",2024,Aerospace,1256.0,23632.0,0.053148273527420443
C1326,"Bedford, IN MicroSA",2024,Aerospace,0.0,27014.0,0.0
C3406,"Morgantown, WV MSA",2024,Aerospace,0.0,133239.0,0.0
C1382,"Birmingham, AL MSA",2024,Aerospace,5769.5,1032007.0,0.005590562854709319
C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",2024,Aerospace,9851.0,2269225.0,0.004341129680838171
C2006,"Douglas, GA MicroSA",2024,Aerospace,648.5,40024.0,0.0162027783330002
C2146,"Enterprise, AL MicroSA",2024,Aerospace,256.5,34731.0,0.007385332987820679
C4762,"Warren, PA MicroSA",2024,Aerospace,0.0,25894.0,0.0
C1834,"Corbin, KY MicroSA",2024,Aerospace,0.0,104753.0,0.0
C3522,"New Castle, IN MicroSA",2024,Aerospace,0.0,27517.0,0.0
C4486,"Sulphur Springs, TX MicroSA",2024,Aerospace,99.5,28695.0,0.003467503049311727
C4338,"Sidney, OH MicroSA",2024,Aerospace,2332.0,53285.0,0.043764661724688
C2418,"Granbury, TX MicroSA",2024,Aerospace,35.5,37088.0,9.571829163071613E-4
C1981,"Detroit Lakes, MN MicroSA",2024,Aerospace,0.0,30240.0,0.0
C2598,"Hinesville, GA MSA",2024,Aerospace,0.0,42440.0,0.0
